source,target,key,n_lines,n_tokens,edge_index,edge_type
1.03.0012,#Hastings_2H4,1,5,38,111,passive
1.03.0012,#LordBardolph_2H4,1,5,38,111,passive
#Hastings_2H4,1.03.0012,0,5,33,112,active
1.03.0012,#Archbishop_1H4,1,5,33,112,passive
1.03.0012,#LordBardolph_2H4,2,5,33,112,passive
1.03.0012,#Mowbray_2H4,1,5,33,112,passive
#LordBardolph_2H4,1.03.0012,0,3,18,113,active
1.03.0012,#Archbishop_1H4,2,3,18,113,passive
1.03.0012,#Hastings_2H4,2,3,18,113,passive
1.03.0012,#Mowbray_2H4,2,3,18,113,passive
#Hastings_2H4,1.03.0012,1,1,4,114,active
1.03.0012,#Archbishop_1H4,3,1,4,114,passive
1.03.0012,#LordBardolph_2H4,3,1,4,114,passive
1.03.0012,#Mowbray_2H4,3,1,4,114,passive
#LordBardolph_2H4,1.03.0012,1,7,50,115,active
1.03.0012,#Archbishop_1H4,4,7,50,115,passive
1.03.0012,#Hastings_2H4,3,7,50,115,passive
1.03.0012,#Mowbray_2H4,4,7,50,115,passive
#Archbishop_1H4,1.03.0012,1,2,14,116,active
1.03.0012,#Hastings_2H4,4,2,14,116,passive
1.03.0012,#LordBardolph_2H4,4,2,14,116,passive
1.03.0012,#Mowbray_2H4,5,2,14,116,passive
#LordBardolph_2H4,1.03.0012,2,7,49,117,active
1.03.0012,#Archbishop_1H4,5,7,49,117,passive
1.03.0012,#Hastings_2H4,5,7,49,117,passive
1.03.0012,#Mowbray_2H4,6,7,49,117,passive
#Hastings_2H4,1.03.0012,2,2,17,118,active
1.03.0012,#Archbishop_1H4,6,2,17,118,passive
1.03.0012,#LordBardolph_2H4,5,2,17,118,passive
1.03.0012,#Mowbray_2H4,7,2,17,118,passive
#LordBardolph_2H4,1.03.0012,3,27,210,119,active
1.03.0012,#Archbishop_1H4,7,27,210,119,passive
1.03.0012,#Hastings_2H4,6,27,210,119,passive
1.03.0012,#Mowbray_2H4,8,27,210,119,passive
#Hastings_2H4,1.03.0012,3,5,39,120,active
1.03.0012,#Archbishop_1H4,8,5,39,120,passive
1.03.0012,#LordBardolph_2H4,6,5,39,120,passive
1.03.0012,#Mowbray_2H4,9,5,39,120,passive
#LordBardolph_2H4,1.03.0012,4,1,7,121,active
1.03.0012,#Archbishop_1H4,9,1,7,121,passive
1.03.0012,#Hastings_2H4,7,1,7,121,passive
1.03.0012,#Mowbray_2H4,10,1,7,121,passive
#Hastings_2H4,1.03.0012,4,7,55,122,active
1.03.0012,#Archbishop_1H4,10,7,55,122,passive
1.03.0012,#LordBardolph_2H4,7,7,55,122,passive
